facility_id,facility_name,street,city,state,zip_code,county,telephone_number,start_date,end_date,cauti_sir,cauti_lcl,cauti_catheter_days,cauti_observed,cauti_predicted,cauti_ucl,clabsi_sir,clabsi_lcl,clabsi_observed,clabsi_predicted,clabsi_ucl,clabsi_device_days,cdiff_sir,cdiff_lcl,cdiff_observed,cdiff_patient_days,cdiff_predicted,cdiff_ucl,mrsa_sir,mrsa_lcl,mrsa_observed,mrsa_patient_days,mrsa_predicted,mrsa_ucl,ssi_hyst_sir,ssi_hyst_lcl,ssi_hyst_procedures,ssi_hyst_observed,ssi_hyst_predicted,ssi_hyst_ucl,ssi_colon_sir,ssi_colon_lcl,ssi_colon_procedures,ssi_colon_observed,ssi_colon_predicted,ssi_colon_ucl,median_income,poverty_percentage,tract,x-coordinates,y-coordinates
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,(717) 485-3155,01/01/2024,12/31/2024,Not Available,Not Available,278,0,0.679,Not Available,Not Available,Not Available,0,0.020,Not Available,76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57689,15.4,960100,-78.009132570228,39.938483603924
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,(717) 485-3155,01/01/2024,12/31/2024,Not Available,Not Available,278,0,0.679,Not Available,Not Available,Not Available,0,0.020,Not Available,76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71910,24.5,960100,-78.009132570228,39.938483603924
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,(717) 485-3155,01/01/2024,12/31/2024,Not Available,Not Available,278,0,0.679,Not Available,Not Available,Not Available,0,0.020,Not Available,76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63125,6.7,960100,-78.009132570228,39.938483603924
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,(570) 923-1000,01/01/2024,12/31/2024,Not Available,Not Available,201,0,0.131,Not Available,Not Available,Not Available,0,0.021,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,946,0.020,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,43184,20.1,030100,-77.738016665424,41.326839548901
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,(570) 923-1000,01/01/2024,12/31/2024,Not Available,Not Available,201,0,0.131,Not Available,Not Available,Not Available,0,0.021,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,946,0.020,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29079,27.2,030100,-77.738016665424,41.326839548901
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,(570) 923-1000,01/01/2024,12/31/2024,Not Available,Not Available,201,0,0.131,Not Available,Not Available,Not Available,0,0.021,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,946,0.020,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80194,6.8,030100,-77.738016665424,41.326839548901
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,(570) 923-1000,01/01/2024,12/31/2024,Not Available,Not Available,201,0,0.131,Not Available,Not Available,Not Available,0,0.021,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,946,0.020,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-666666666,39.5,030100,-77.738016665424,41.326839548901
391307,PENN HIGHLANDS TYRONE,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,(814) 684-1255,01/01/2024,12/31/2024,Not Available,Not Available,306,1,0.200,Not Available,Not Available,Not Available,0,0.090,Not Available,330,Not Available,Not Available,1,3260,0.891,Not Available,Not Available,Not Available,0,3260,0.068,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70357,8.4,010101,-78.251959538677,40.674871526178
391307,PENN HIGHLANDS TYRONE,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,(814) 684-1255,01/01/2024,12/31/2024,Not Available,Not Available,306,1,0.200,Not Available,Not Available,Not Available,0,0.090,Not Available,330,Not Available,Not Available,1,3260,0.891,Not Available,Not Available,Not Available,0,3260,0.068,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81296,14.3,010101,-78.251959538677,40.674871526178
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,01/01/2024,12/31/2024,Not Available,Not Available,666,0,0.435,Not Available,Not Available,Not Available,0,0.004,Not Available,16,Not Available,Not Available,0,1541,0.413,Not Available,Not Available,Not Available,0,1541,0.033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50448,35.8,011900,-79.612552278215,41.935237374992
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,01/01/2024,12/31/2024,Not Available,Not Available,666,0,0.435,Not Available,Not Available,Not Available,0,0.004,Not Available,16,Not Available,Not Available,0,1541,0.413,Not Available,Not Available,Not Available,0,1541,0.033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45081,29.2,011900,-79.612552278215,41.935237374992
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,01/01/2024,12/31/2024,Not Available,Not Available,666,0,0.435,Not Available,Not Available,Not Available,0,0.004,Not Available,16,Not Available,Not Available,0,1541,0.413,Not Available,Not Available,Not Available,0,1541,0.033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84270,7.0,011900,-79.612552278215,41.935237374992
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,01/01/2024,12/31/2024,Not Available,Not Available,666,0,0.435,Not Available,Not Available,Not Available,0,0.004,Not Available,16,Not Available,Not Available,0,1541,0.413,Not Available,Not Available,Not Available,0,1541,0.033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70000,6.1,011900,-79.612552278215,41.935237374992
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,01/01/2024,12/31/2024,Not Available,Not Available,666,0,0.435,Not Available,Not Available,Not Available,0,0.004,Not Available,16,Not Available,Not Available,0,1541,0.413,Not Available,Not Available,Not Available,0,1541,0.033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63628,12.1,011900,-79.612552278215,41.935237374992
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,(570) 853-3135,01/01/2024,12/31/2024,Not Available,Not Available,574,0,0.375,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,0,0.013,Not Available,77875,3.9,032300,-75.593738894852,41.946233000163
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,(570) 853-3135,01/01/2024,12/31/2024,Not Available,Not Available,574,0,0.375,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,0,0.013,Not Available,40300,28.3,032300,-75.593738894852,41.946233000163
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,(570) 853-3135,01/01/2024,12/31/2024,Not Available,Not Available,574,0,0.375,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,0,0.013,Not Available,52944,18.2,032300,-75.593738894852,41.946233000163
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 723-7764,01/01/2024,12/31/2024,Not Available,Not Available,927,0,0.911,Not Available,Not Available,Not Available,1,0.165,Not Available,608,0.575,0.029,1,5146,1.740,2.834,Not Available,Not Available,0,5343,0.111,Not Available,Not Available,Not Available,16,0,0.125,Not Available,Not Available,Not Available,9,1,0.203,Not Available,71049,10.4,950800,-77.300507534356,41.746248881878
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 723-7764,01/01/2024,12/31/2024,Not Available,Not Available,927,0,0.911,Not Available,Not Available,Not Available,1,0.165,Not Available,608,0.575,0.029,1,5146,1.740,2.834,Not Available,Not Available,0,5343,0.111,Not Available,Not Available,Not Available,16,0,0.125,Not Available,Not Available,Not Available,9,1,0.203,Not Available,71518,7.0,950800,-77.300507534356,41.746248881878
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 723-7764,01/01/2024,12/31/2024,Not Available,Not Available,927,0,0.911,Not Available,Not Available,Not Available,1,0.165,Not Available,608,0.575,0.029,1,5146,1.740,2.834,Not Available,Not Available,0,5343,0.111,Not Available,Not Available,Not Available,16,0,0.125,Not Available,Not Available,Not Available,9,1,0.203,Not Available,67000,10.6,950800,-77.300507534356,41.746248881878
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 723-7764,01/01/2024,12/31/2024,Not Available,Not Available,927,0,0.911,Not Available,Not Available,Not Available,1,0.165,Not Available,608,0.575,0.029,1,5146,1.740,2.834,Not Available,Not Available,0,5343,0.111,Not Available,Not Available,Not Available,16,0,0.125,Not Available,Not Available,Not Available,9,1,0.203,Not Available,58407,15.0,950800,-77.300507534356,41.746248881878
391316,UPMC WELLSBORO,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,(570) 723-7764,01/01/2024,12/31/2024,Not Available,Not Available,927,0,0.911,Not Available,Not Available,Not Available,1,0.165,Not Available,608,0.575,0.029,1,5146,1.740,2.834,Not Available,Not Available,0,5343,0.111,Not Available,Not Available,Not Available,16,0,0.125,Not Available,Not Available,Not Available,9,1,0.203,Not Available,64297,10.1,950800,-77.300507534356,41.746248881878
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,3401 CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 590-1000,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-666666666,-666666666.0,036901,-75.193774876682,39.94785990077
393304,CHILDREN'S HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 441-4884,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62857,13.7,080900,-79.938033784234,40.464535447426
393304,CHILDREN'S HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 441-4884,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67759,12.2,080900,-79.938033784234,40.464535447426
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVE,PHILADELPHIA,PA,19134,PHILADELPHIA,(215) 427-5000,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-666666666,-666666666.0,989300,-75.128976223741,40.007263323676
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 430-4000,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18510,39.1,020000,-75.151685414416,40.006922879137
390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,LACKAWANNA,(570) 703-8000,01/01/2024,12/31/2024,0.524,0.256,13938,9,17.170,0.962,0.436,0.138,4,9.177,1.051,8777,0.306,0.178,15,81198,49.047,0.493,2.953,1.643,13,82496,4.402,4.923,Not Available,Not Available,35,0,0.325,Not Available,1.436,0.729,262,10,6.964,2.560,68929,10.7,100400,-75.64632252066,41.400926978987
390001,GEISINGER-COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,LACKAWANNA,(570) 703-8000,01/01/2024,12/31/2024,0.524,0.256,13938,9,17.170,0.962,0.436,0.138,4,9.177,1.051,8777,0.306,0.178,15,81198,49.047,0.493,2.953,1.643,13,82496,4.402,4.923,Not Available,Not Available,35,0,0.325,Not Available,1.436,0.729,262,10,6.964,2.560,55278,27.6,100400,-75.64632252066,41.400926978987
390002,UPMC MCKEESPORT HOSPITAL,1500 FIFTH AVENUE,MC KEESPORT,PA,15132,ALLEGHENY,(412) 664-2000,01/01/2024,12/31/2024,Not Available,Not Available,1031,0,0.979,Not Available,0.713,0.036,1,1.402,3.518,1656,0.350,0.089,3,29345,8.569,0.953,1.674,0.281,2,29345,1.195,5.529,Not Available,Not Available,1,0,0.008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30192,28.3,550900,-79.850313343127,40.352105506026
390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,MONTOUR,(570) 271-6211,01/01/2024,12/31/2024,0.540,0.343,25472,21,38.881,0.812,0.520,0.308,16,30.784,0.826,28533,0.888,0.722,95,157011,106.993,1.081,0.447,0.195,7,170540,15.664,0.884,1.301,0.218,175,2,1.537,4.299,1.789,1.137,435,21,11.737,2.688,66875,14.4,050200,-76.6014114709,40.968387146287
390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,MONTOUR,(570) 271-6211,01/01/2024,12/31/2024,0.540,0.343,25472,21,38.881,0.812,0.520,0.308,16,30.784,0.826,28533,0.888,0.722,95,157011,106.993,1.081,0.447,0.195,7,170540,15.664,0.884,1.301,0.218,175,2,1.537,4.299,1.789,1.137,435,21,11.737,2.688,74896,6.4,050200,-76.6014114709,40.968387146287
390013,WELLSPAN EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,LEWISBURG,PA,17837,UNION,(570) 522-2000,01/01/2024,12/31/2024,0.593,0.030,2444,1,1.687,2.923,Not Available,Not Available,0,0.690,Not Available,980,0.705,0.344,9,24511,12.767,1.294,Not Available,Not Available,0,25737,0.815,Not Available,Not Available,Not Available,3,0,0.024,Not Available,0.917,0.046,43,1,1.090,4.525,55893,10.6,090502,-76.88541824958,40.979958709073
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,58558,13.7,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,40861,39.0,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,36235,30.6,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,72976,9.3,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,36625,33.9,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,40800,25.3,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,48719,23.5,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,102330,7.0,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,66351,12.5,000300,-80.350968615582,41.013048141979
390016,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,(724) 656-4100,01/01/2024,12/31/2024,0.846,0.343,8600,6,7.095,1.759,0.949,0.241,3,3.160,2.584,3837,0.794,0.430,12,28698,15.112,1.350,0.889,0.149,2,28698,2.249,2.938,Not Available,Not Available,2,0,0.017,Not Available,1.189,0.302,94,3,2.523,3.236,29106,36.1,000300,-80.350968615582,41.013048141979
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,01/01/2024,12/31/2024,Not Available,Not Available,213,0,0.125,Not Available,Not Available,Not Available,0,0.095,Not Available,132,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71500,8.0,101200,-78.397676340935,40.490214422974
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,01/01/2024,12/31/2024,Not Available,Not Available,213,0,0.125,Not Available,Not Available,Not Available,0,0.095,Not Available,132,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49857,21.1,101200,-78.397676340935,40.490214422974
390025,KENSINGTON HOSPITAL,136 W DIAMOND STREET,PHILADELPHIA,PA,19122,PHILADELPHIA,(215) 426-8100,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0.610,Not Available,1051,Not Available,Not Available,0,2528,0.428,Not Available,Not Available,Not Available,0,2528,0.059,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74803,4.7,015700,-75.134807346682,39.981823226501
390025,KENSINGTON HOSPITAL,136 W DIAMOND STREET,PHILADELPHIA,PA,19122,PHILADELPHIA,(215) 426-8100,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0.610,Not Available,1051,Not Available,Not Available,0,2528,0.428,Not Available,Not Available,Not Available,0,2528,0.059,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88125,14.6,015700,-75.134807346682,39.981823226501
390026,TEMPLE HEALTH - CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,PHILADELPHIA,(215) 248-8200,01/01/2024,12/31/2024,1.514,0.555,3836,5,3.303,3.355,1.410,0.359,3,2.127,3.839,2612,0.588,0.273,8,35109,13.609,1.116,0.528,0.026,1,35109,1.893,2.605,Not Available,Not Available,68,2,0.515,Not Available,0.792,0.040,50,1,1.263,3.905,124792,9.8,038700,-75.212073348457,40.078604289141
390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,PA,19140,PHILADELPHIA,(215) 707-2000,01/01/2024,12/31/2024,0.495,0.302,21654,18,36.381,0.767,0.641,0.424,25,39.030,0.932,34614,0.368,0.261,35,199067,95.023,0.507,0.852,0.513,17,208010,19.956,1.336,0.689,0.034,150,1,1.452,3.397,0.383,0.097,246,3,7.839,1.042,18510,39.1,020000,-75.152148902046,40.004733288938
390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD,BEAVER,PA,15009,BEAVER,(412) 728-7000,01/01/2024,12/31/2024,0.565,0.144,5445,3,5.309,1.538,1.142,0.191,2,1.752,3.772,1804,0.765,0.468,18,34892,23.531,1.186,1.305,0.219,2,36289,1.532,4.313,Not Available,Not Available,11,0,0.103,Not Available,1.614,0.513,98,4,2.478,3.894,130101,9.5,602602,-80.324391300835,40.710400822182
390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,ALLEGHENY,(412) 741-6600,01/01/2024,12/31/2024,0.451,0.023,3201,1,2.217,2.225,Not Available,Not Available,2,0.548,Not Available,768,1.316,0.765,15,20708,11.398,2.122,Not Available,Not Available,3,20708,0.747,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.907,0.320,40,2,1.049,6.299,94828,7.0,445500,-80.17889655344,40.543368455219
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,01/01/2024,12/31/2024,Not Available,Not Available,1468,0,0.862,Not Available,Not Available,Not Available,0,0.274,Not Available,391,0.533,0.089,2,7756,3.750,1.762,Not Available,Not Available,0,7756,0.262,Not Available,Not Available,Not Available,6,0,0.056,Not Available,0.511,0.026,73,1,1.958,2.519,33750,53.2,021100,-79.078548196192,40.00726005883
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,01/01/2024,12/31/2024,Not Available,Not Available,1468,0,0.862,Not Available,Not Available,Not Available,0,0.274,Not Available,391,0.533,0.089,2,7756,3.750,1.762,Not Available,Not Available,0,7756,0.262,Not Available,Not Available,Not Available,6,0,0.056,Not Available,0.511,0.026,73,1,1.958,2.519,92610,8.6,021100,-79.078548196192,40.00726005883
